workerid,age,gender,race,region,regionComments,verification_1,verification_2,stimulus1,stimulus2,speaker,sentence,intonation,context_condition,answer,certainty,comment
A2ZMV5HX1S9SXV,age=2,gend=1,eth=3,Western New York State,,Good luck with the test.,Id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A2ZMV5HX1S9SXV,age=2,gend=1,eth=3,Western New York State,,Yes I leave for Cancun in a week.,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2ZMV5HX1S9SXV,age=2,gend=1,eth=3,Western New York State,,Have fun at the party.,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=lfall,response=4,
A2ZMV5HX1S9SXV,age=2,gend=1,eth=3,Western New York State,,Please don't have broken another glass.,Okay go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2ZMV5HX1S9SXV,age=2,gend=1,eth=3,Western New York State,,Don't forget your lunchbox.,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=lfall,response=4,
A2ZMV5HX1S9SXV,age=2,gend=1,eth=3,Western New York State,,Hand in the assignment by noon.,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=5,
A2ZMV5HX1S9SXV,age=2,gend=1,eth=3,Western New York State,,Get well soon.,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=4,
A2ZMV5HX1S9SXV,age=2,gend=1,eth=3,Western New York State,,Remember to feed the cats.,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A3QAHF4UUBM7ZO,age=1,gend=1,eth=1,Florida,Thank you.,Hand in the assignment by noon.,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=hlevel,response=5,
A3QAHF4UUBM7ZO,age=1,gend=1,eth=1,Florida,Thank you.,Ugh please don't have broken another class.,Okay go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,I could not tell what word was said at the end of Q1
A3QAHF4UUBM7ZO,age=1,gend=1,eth=1,Florida,Thank you.,Good luck with the test.,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A3QAHF4UUBM7ZO,age=1,gend=1,eth=1,Florida,Thank you.,Get well soon!,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
A3QAHF4UUBM7ZO,age=1,gend=1,eth=1,Florida,Thank you.,Don't forget your lunchbox.,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
A3QAHF4UUBM7ZO,age=1,gend=1,eth=1,Florida,Thank you.,Yes I am leaving for Cancun in a week. ,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,I don't know if I spelled it correctly. 
A3QAHF4UUBM7ZO,age=1,gend=1,eth=1,Florida,Thank you.,Have fun at the party.,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A3QAHF4UUBM7ZO,age=1,gend=1,eth=1,Florida,Thank you.,Remember to feed the cats.,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A1HDS5UR6TTFW6,age=4,gend=1,eth=3,Northeast,No,Do you have questions about your test results?,Yes I leave for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1HDS5UR6TTFW6,age=4,gend=1,eth=3,Northeast,No,Get well soon.,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=3,
A1HDS5UR6TTFW6,age=4,gend=1,eth=3,Northeast,No,Remember to feed the cats.,Remember to feed the cats.,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=3,
A1HDS5UR6TTFW6,age=4,gend=1,eth=3,Northeast,No,Have fun at the party.,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=3,
A1HDS5UR6TTFW6,age=4,gend=1,eth=3,Northeast,No,Don't forget your lunch box.,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=lfall,response=3,
A1HDS5UR6TTFW6,age=4,gend=1,eth=3,Northeast,No,Good luck with the test.,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=3,
A1HDS5UR6TTFW6,age=4,gend=1,eth=3,Northeast,No,Hand in the assignment by noon.,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=3,
A1HDS5UR6TTFW6,age=4,gend=1,eth=3,Northeast,No,Okay go out and play.,Please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2F1JTU06CO6VD,age=2,gend=1,eth=3,California,,Have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=lfall,response=5,
A2F1JTU06CO6VD,age=2,gend=1,eth=3,California,,Get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=hlevel,response=5,
A2F1JTU06CO6VD,age=2,gend=1,eth=3,California,,Take a cookie,id,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=lfall,response=5,
A2F1JTU06CO6VD,age=2,gend=1,eth=3,California,,Don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A2F1JTU06CO6VD,age=2,gend=1,eth=3,California,,Ok go out and play,Please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2F1JTU06CO6VD,age=2,gend=1,eth=3,California,,Remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=hlevel,response=4,
A2F1JTU06CO6VD,age=2,gend=1,eth=3,California,,Yes. I leave for Cancun in a week.,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2F1JTU06CO6VD,age=2,gend=1,eth=3,California,,Have a nice trip,id,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=5,
A1ONILGBGJ8Y5K,age=4,gend=2,eth=3,midwest,Too long. You're paying $5 an hour. Respect workers' time,Have fun at the party,id),kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=5,
A1ONILGBGJ8Y5K,age=4,gend=2,eth=3,midwest,Too long. You're paying $5 an hour. Respect workers' time,remember to feed the cats,id),alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=5,
A1ONILGBGJ8Y5K,age=4,gend=2,eth=3,midwest,Too long. You're paying $5 an hour. Respect workers' time,enjoy your dinner,id),bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=5,
A1ONILGBGJ8Y5K,age=4,gend=2,eth=3,midwest,Too long. You're paying $5 an hour. Respect workers' time,inaudible,you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=hlevel,response=2,
A1ONILGBGJ8Y5K,age=4,gend=2,eth=3,midwest,Too long. You're paying $5 an hour. Respect workers' time,get well soon,id),alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=hlevel,response=5,
A1ONILGBGJ8Y5K,age=4,gend=2,eth=3,midwest,Too long. You're paying $5 an hour. Respect workers' time,ok go out and play,please don't test broken another class (total guess),judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=4,
A1ONILGBGJ8Y5K,age=4,gend=2,eth=3,midwest,Too long. You're paying $5 an hour. Respect workers' time,don't forget your llunch box,id),kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=5,
A1ONILGBGJ8Y5K,age=4,gend=2,eth=3,midwest,Too long. You're paying $5 an hour. Respect workers' time,take these pills for a week,id),alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=5,
A14WLAP6TCEKO0,age=2,gend=2,eth=1,midwest,no,don't forget your lunchbox,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=4,no
A14WLAP6TCEKO0,age=2,gend=2,eth=1,midwest,no,Okay go out and play.,please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,no
A14WLAP6TCEKO0,age=2,gend=2,eth=1,midwest,no,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=hlevel,response=4,no
A14WLAP6TCEKO0,age=2,gend=2,eth=1,midwest,no,You have questions about your test results?,Yes I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,no
A14WLAP6TCEKO0,age=2,gend=2,eth=1,midwest,no,Get well soon.,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=3,no
A14WLAP6TCEKO0,age=2,gend=2,eth=1,midwest,no,Enjoy the movie,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=5,no
A14WLAP6TCEKO0,age=2,gend=2,eth=1,midwest,no,Remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=hlevel,response=4,no
A14WLAP6TCEKO0,age=2,gend=2,eth=1,midwest,no,Avoid the highway.,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=4,no
A19TL7AJ0FB1JG,age=1,gend=1,eth=3,Oklahoma,no,Enjoy your dinner,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=5,
A19TL7AJ0FB1JG,age=1,gend=1,eth=3,Oklahoma,no,Take these pills for a week.,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=4,
A19TL7AJ0FB1JG,age=1,gend=1,eth=3,Oklahoma,no,Okay go out and play,Don't please have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A19TL7AJ0FB1JG,age=1,gend=1,eth=3,Oklahoma,no,Don't forget your lunchbox,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=3,
A19TL7AJ0FB1JG,age=1,gend=1,eth=3,Oklahoma,no,Yes I leave for Cancun in a week,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A19TL7AJ0FB1JG,age=1,gend=1,eth=3,Oklahoma,no,Remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=5,
A19TL7AJ0FB1JG,age=1,gend=1,eth=3,Oklahoma,no,Get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=hlevel,response=5,
A19TL7AJ0FB1JG,age=1,gend=1,eth=3,Oklahoma,no,Have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=5,
A3HNAJE7OJP66A,age=1,gend=1,eth=3,mi,,Have fun at the party,Have fun at the party!,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=lfall,response=4,
A3HNAJE7OJP66A,age=1,gend=1,eth=3,mi,,Remember to feed the cats,remember to feed the cats!,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=lfall,response=3,
A3HNAJE7OJP66A,age=1,gend=1,eth=3,mi,,Have a nice trip.,Have a nice trip!,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=5,
A3HNAJE7OJP66A,age=1,gend=1,eth=3,mi,,do you have questions about your test results?,Yes I am leaving for cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A3HNAJE7OJP66A,age=1,gend=1,eth=3,mi,,Don't forget your lunch box,Don't forget your lunch box,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A3HNAJE7OJP66A,age=1,gend=1,eth=3,mi,,okay go out and play,Please dont have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=3,
A3HNAJE7OJP66A,age=1,gend=1,eth=3,mi,,take a cookie,take a cookie,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=lfall,response=1,
A3HNAJE7OJP66A,age=1,gend=1,eth=3,mi,,get well soon,get well soon!,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=hlevel,response=3,
A2R40R4O6G0YBY,age=2,gend=1,eth=3,South,No,Remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A2R40R4O6G0YBY,age=2,gend=1,eth=3,South,No,Ugh please don't have broken another glass.,Oh okay go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2R40R4O6G0YBY,age=2,gend=1,eth=3,South,No,Have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A2R40R4O6G0YBY,age=2,gend=1,eth=3,South,No,Do you have questions about your test results?,Yes I'm leaving for Cancun in a week!,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2R40R4O6G0YBY,age=2,gend=1,eth=3,South,No,Hand in the assignment by noon.,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=4,
A2R40R4O6G0YBY,age=2,gend=1,eth=3,South,No,Good luck with the test.,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A2R40R4O6G0YBY,age=2,gend=1,eth=3,South,No,Get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
A2R40R4O6G0YBY,age=2,gend=1,eth=3,South,No,Don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
AYPRRGPMOD0AX,age=3,gend=2,eth=3,South,,Have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
AYPRRGPMOD0AX,age=3,gend=2,eth=3,South,,Remember to feed the cat,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
AYPRRGPMOD0AX,age=3,gend=2,eth=3,South,,ok go out and play,Please dont have broken another class,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=3,
AYPRRGPMOD0AX,age=3,gend=2,eth=3,South,,hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=hlevel,response=4,
AYPRRGPMOD0AX,age=3,gend=2,eth=3,South,,dont forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
AYPRRGPMOD0AX,age=3,gend=2,eth=3,South,,get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
AYPRRGPMOD0AX,age=3,gend=2,eth=3,South,,do you have questions about your test results,Yes Im leaving for Cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
AYPRRGPMOD0AX,age=3,gend=2,eth=3,South,,good luck with the test,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=4,
A1DUH3RLI00YQM,age=5,gend=2,eth=3,Midwest,Enjoyable survey to complete. Thank you.,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=hlevel,response=5,nicely done.
A1DUH3RLI00YQM,age=5,gend=2,eth=3,Midwest,Enjoyable survey to complete. Thank you.,Don't forget your lunch box.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A1DUH3RLI00YQM,age=5,gend=2,eth=3,Midwest,Enjoyable survey to complete. Thank you.,Get well soon.,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=5,
A1DUH3RLI00YQM,age=5,gend=2,eth=3,Midwest,Enjoyable survey to complete. Thank you.,Please don't have broken another glass.,O.K. go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1DUH3RLI00YQM,age=5,gend=2,eth=3,Midwest,Enjoyable survey to complete. Thank you.,Avoid the highway.,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=5,
A1DUH3RLI00YQM,age=5,gend=2,eth=3,Midwest,Enjoyable survey to complete. Thank you.,Remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=hlevel,response=5,
A1DUH3RLI00YQM,age=5,gend=2,eth=3,Midwest,Enjoyable survey to complete. Thank you.,You have questions about your test results?,Yes I leave for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1DUH3RLI00YQM,age=5,gend=2,eth=3,Midwest,Enjoyable survey to complete. Thank you.,Enjoy the movie.,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=5,
A233QOOHQ8T795,age=4,gend=1,eth=3,Midwest,,Do you have questions about your test results?,Yes. I'm leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A233QOOHQ8T795,age=4,gend=1,eth=3,Midwest,,Good luck with the test.,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A233QOOHQ8T795,age=4,gend=1,eth=3,Midwest,,(Sigh) Okay. Go out and play.,Uhh! Please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A233QOOHQ8T795,age=4,gend=1,eth=3,Midwest,,Have fun at the party.,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A233QOOHQ8T795,age=4,gend=1,eth=3,Midwest,,Don't forget your lunch box.,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
A233QOOHQ8T795,age=4,gend=1,eth=3,Midwest,,Remember to feed the cats.,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A233QOOHQ8T795,age=4,gend=1,eth=3,Midwest,,Hand in the assignment by noon.,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=5,
A233QOOHQ8T795,age=4,gend=1,eth=3,Midwest,,Get well soon.,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
A187TVQ98O0FN2,age=4,gend=1,eth=3,Connecticut,,Ok go out and play,oh please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A187TVQ98O0FN2,age=4,gend=1,eth=3,Connecticut,,have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=hlevel,response=5,
A187TVQ98O0FN2,age=4,gend=1,eth=3,Connecticut,,enjoy the movie,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=lfall,response=5,
A187TVQ98O0FN2,age=4,gend=1,eth=3,Connecticut,,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=hlevel,response=5,
A187TVQ98O0FN2,age=4,gend=1,eth=3,Connecticut,,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=5,
A187TVQ98O0FN2,age=4,gend=1,eth=3,Connecticut,,Yes I am leaving for cancun in a week,do you have questions about your test results,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A187TVQ98O0FN2,age=4,gend=1,eth=3,Connecticut,,Don't forget your lunch box,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=lfall,response=5,
A187TVQ98O0FN2,age=4,gend=1,eth=3,Connecticut,,avoid the highway,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=5,
AFKHZQ5SW7CSL,age=2,gend=1,eth=3,PA,,good luck with the test,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=lfall,response=4,
AFKHZQ5SW7CSL,age=2,gend=1,eth=3,PA,,ok go out and play,please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
AFKHZQ5SW7CSL,age=2,gend=1,eth=3,PA,,hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=hlevel,response=4,
AFKHZQ5SW7CSL,age=2,gend=1,eth=3,PA,,get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=4,
AFKHZQ5SW7CSL,age=2,gend=1,eth=3,PA,,don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=4,
AFKHZQ5SW7CSL,age=2,gend=1,eth=3,PA,,yes I am leaving for cancun in a week,do you have questions about your test results,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
AFKHZQ5SW7CSL,age=2,gend=1,eth=3,PA,,remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
AFKHZQ5SW7CSL,age=2,gend=1,eth=3,PA,,have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=lfall,response=4,
A18SXC3JEN1O0U,age=4,gend=2,eth=3,Pa.,,okay go out and play,please don't have broken another class,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A18SXC3JEN1O0U,age=4,gend=2,eth=3,Pa.,,don't forget your lunch box,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
A18SXC3JEN1O0U,age=4,gend=2,eth=3,Pa.,,remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A18SXC3JEN1O0U,age=4,gend=2,eth=3,Pa.,,have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A18SXC3JEN1O0U,age=4,gend=2,eth=3,Pa.,,hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=hlevel,response=4,
